shipment_id,order_id,priority,warehouse_code,vehicle_id,vehicle_type,driver_id,driver_name,estimated_delivery,eta_status,decision_status,business_explanation
SHP001143,ORD001143,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-12-07 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001144,ORD001144,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-09-21 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001145,ORD001145,Express,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-10-18 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001146,ORD001146,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-07-04 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001147,ORD001147,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-02-03 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001148,ORD001148,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-12-11 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001149,ORD001149,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-08-30 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001150,ORD001150,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-06-17 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001151,ORD001151,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-05-17 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001152,ORD001152,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-07-14 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001153,ORD001153,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-12-02 06:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001154,ORD001154,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-04-27 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001155,ORD001155,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-09-08 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001156,ORD001156,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-03-15 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001157,ORD001157,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-09-21 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001158,ORD001158,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-04-08 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001159,ORD001159,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-12-05 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001160,ORD001160,Express,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-03-01 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001161,ORD001161,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-04-19 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001162,ORD001162,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-01-13 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001163,ORD001163,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-11-01 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001164,ORD001164,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-01-23 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001165,ORD001165,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-05-15 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001166,ORD001166,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-10-18 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001167,ORD001167,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-12-07 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001168,ORD001168,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-11-09 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001169,ORD001169,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-08-01 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001170,ORD001170,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-04-06 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001171,ORD001171,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-03-28 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001172,ORD001172,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-11-03 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001173,ORD001173,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-07-18 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001174,ORD001174,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-09-26 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001175,ORD001175,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-11-09 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001176,ORD001176,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-11-04 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001177,ORD001177,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-03-03 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001178,ORD001178,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-11-06 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001179,ORD001179,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-08-10 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001180,ORD001180,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-12-26 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001181,ORD001181,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-07-17 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001182,ORD001182,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-12-24 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001183,ORD001183,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-05-12 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001184,ORD001184,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-05-28 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001185,ORD001185,Express,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-04-09 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001186,ORD001186,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-10-24 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001187,ORD001187,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-07-12 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001188,ORD001188,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-06-11 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001189,ORD001189,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-08-09 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001190,ORD001190,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-10-03 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001191,ORD001191,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-05-24 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001192,ORD001192,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-10-12 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001193,ORD001193,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-10-14 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001194,ORD001194,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-10-25 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001195,ORD001195,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-03-14 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001196,ORD001196,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-08-17 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001197,ORD001197,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-09-20 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001198,ORD001198,Express,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-03-25 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001199,ORD001199,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-03-16 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001200,ORD001200,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-02-02 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001201,ORD001201,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-11-08 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001202,ORD001202,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-11-12 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001203,ORD001203,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-04-02 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001204,ORD001204,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-04-15 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001205,ORD001205,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-01-18 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001206,ORD001206,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-04-30 06:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001207,ORD001207,Express,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-07-06 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001208,ORD001208,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-02-15 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001209,ORD001209,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-12-10 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001210,ORD001210,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-09-24 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001211,ORD001211,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-02-16 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001212,ORD001212,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-10-14 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001213,ORD001213,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-04-28 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001214,ORD001214,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-10-22 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001215,ORD001215,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-09-17 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001216,ORD001216,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-06-01 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001217,ORD001217,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-10-03 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001218,ORD001218,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-07-13 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001219,ORD001219,Express,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-06-25 06:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001220,ORD001220,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-16 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001221,ORD001221,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-07-17 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001222,ORD001222,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-06-13 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001223,ORD001223,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-01-05 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001224,ORD001224,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-02-18 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001225,ORD001225,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-02-08 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001226,ORD001226,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-07-02 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001227,ORD001227,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-12-18 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001228,ORD001228,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-05-03 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP001229,ORD001229,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-04-16 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001230,ORD001230,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-02-25 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001231,ORD001231,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-11-12 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001232,ORD001232,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-09-04 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001233,ORD001233,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-10-24 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001234,ORD001234,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-05-25 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001235,ORD001235,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-01-29 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001236,ORD001236,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-01-18 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001237,ORD001237,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-08-23 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001238,ORD001238,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-06-12 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001239,ORD001239,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-07-14 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001240,ORD001240,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-11-11 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001241,ORD001241,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-05-02 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP001242,ORD001242,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-07-08 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001243,ORD001243,Express,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-08-04 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP001244,ORD001244,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-07-26 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
